Porciones,6,,,
Gramaje,1389,,,
Clasificacion,0,1,0,
Cantidad,Unidad,Gramos,Ingrediente,Instrucciones
450,gr,450,jitomate,"Asar los jitomates, pelar y retirarles las semillas, licuarlos con 2 tazas de agua y reservar"
400,gr,400,nopal,"Calentar un poco de aceite y sofreir la cebolla y el ajo, agregar el pollo cotado en cubos"
600,gr,600,pollo,"En cuanto comience a dorar el pollo, agregar los nopales cortados en tiras, el laurel, el jitomate, las pimientas y sazonar, dejar hervir"
75,gr,75,cebolla,"Añadir 1 1/4 litros de agua, el epazote y el chile, cocinar hasta que esté cocido el pollo"
2,diente,10,ajo,Servir con cuadritos de queso panela.
2,hoja,2,laurel,
1,pza,7,chile pasilla,
2,cda,20,epazote,
250,gr,250,queso panela,
2,cdita,10,sal ,
1,cda,15,aceite vegetal,
